xid,#,Companies,Company ID,Deal ID,Deal Date,Announced Date,Deal Size,Pre-money Valuation,Post Valuation,% Acquired,Price per Share,Debt Raised in Round,Raised to Date,Deal Class,Deal Type,Deal Size Status,Post Valuation Status,Investors,New Investors,Lead/Sole Investors,Employees,Revenue Growth since last debt deal,Revenue,EBITDA,Total Debt (from financials),Deal Synopsis,Financing Status Note,CEO (at time of deal),CEO PBId
84467,84218,BackType,51675-67,18197-11T,11/03/2011 00:00,,1.1,4.16,5.26,0.2157,0.42,,1.4,Venture Capital,Seed Round,Actual,Actual,"{'51006-88': '500 Global', '106054-39': 'Auren Hoffman (Auren Hoffman)', '57379-15': 'Caffeinated Capital', '106007-68': 'Christopher Sacca (Christopher Sacca)', '40829-14': 'Founder Collective', '50980-51': 'Freestyle Capital', '106388-92': 'Joshua Felser (Joshua Felser)', '45703-99': 'K9 Ventures', '41895-55': 'Lowercase Capital', '106123-24': 'Paige Craig (Paige Craig)', '106122-79': 'Raymond Tonsing (Raymond Tonsing)', '106145-47': 'Seth Berman (Seth Berman)', '11321-29': 'True Ventures', '49922-29': 'XG Ventures', '40420-36': 'Y Combinator'}","500 Global, Auren Hoffman, Caffeinated Capital, Christopher Sacca, Founder Collective, Freestyle Capital, Joshua Felser, K9 Ventures, Lowercase Capital, Paige Craig, Raymond Tonsing, Seth Berman, XG Ventures, Y Combinator",,,,,,,"The company raised $1.10 million of seed funding from True Ventures, K9 Ventures, and Freestyle Capital on March 11, 2011, putting the company's pre-money valuation at $4.16 million. Lowercase Capital, 500 Global, Founder Collective, XG Ventures, Caffeinated Capital, Y Combinator, Auren Hoffman, Raymond Tonsing, Christopher Sacca, Josh Felser, Seth Berman, and Paige Craig also participated in the round.","The company was acquired by Twitter for an undisclosed amount on July 5, 2011. The company is no longer actively tracked by PitchBook.",{'36732-79P': 'Michael Montano'},36732-79P
84689,84440,FiveStars,54557-38,21559-51T,22/03/2011 00:00,,2.1,,,,,,2.1,Venture Capital,Seed Round,Actual,,"{'106116-76': 'Ali Partovi (Ali Partovi)', '106530-67': 'Ashvin Patel (Ashvin Patel)', '106038-10': 'Chamath Palihapitiya (Chamath Palihapitiya)', '106653-07': 'Eric Stein (Eric Stein)', '11237-95': 'Mayfield Fund', '152404-39': 'Rajil Kapoor (Rajil Kapoor)', '52173-28': 'Start Fund', '40420-36': 'Y Combinator'}","Ali Partovi, Ashvin Patel, Chamath Palihapitiya, Eric Stein, Mayfield Fund, Rajil Kapoor, Start Fund",,,,,,,"The company raised $2.1 million in seed funding from Y Combinator, Start Fund, Mayfield Fund, Ali Partovi, Chamath Palihapitiya, Raj Kapoor, Jake Winebaum, Eric Stein, Vince Monical, Ash Patel on March 22, 2011.","The company was acquired by SumUp for $317 million on October 13, 2021.",{'41504-86P': 'Victor Ho'},41504-86P
85057,84808,Quartzy,54331-39,91604-62T,01/04/2011 00:00,,1.1,,,,,,1.3,Venture Capital,Seed Round,Actual,,"{'42858-01': 'Life Science Angels', '50980-60': 'SV Angel', '40420-36': 'Y Combinator (Harj Taggar)'}","Life Science Angels, SV Angel",,,,,,,"The company raised seed funding from Y Combinator, SV Angel and Life Science Angels on April 1, 2011.","The company received $2.48 million of debt financing in the form of a senior secured loan from Venture Lending & Leasing IX BDC and WTI Fund X BDC on October 1, 2022. Previously, the company received $2.48 million of debt financing in the form of a senior secured loan from Venture Lending & Leasing IX BDC and WTI Fund X BDC on August 1, 2022.",{'42103-99P': 'Adam Regelmann'},42103-99P
85238,84989,Chirply,52181-65,18458-65T,07/04/2011 00:00,,1.1,6.74,7.84,0.1403,0.56,,1.1,Venture Capital,Early Stage VC,Actual,Actual,"{'51006-88': '500 Global', '105964-84': 'Adam Schwartz (Adam Schwartz)', '106530-67': 'Ashvin Patel (Ashvin Patel)', '106053-40': 'Benjamin Ling (Benjamin Ling)', '106605-01': 'Bill Trenchard (Bill Trenchard)', '106296-67': 'Blake Krikorian (Blake Krikorian)', '10133-20': 'CRV', '105976-18': 'David McClure (David McClure)', '40829-14': 'Founder Collective', '106015-96': 'Geoff Ralston (Geoff Ralston)', '11216-26': 'Ignition Partners', '51639-67': 'Kapor Capital', '106093-90': 'Keith Rabois (Keith Rabois)', '106259-32': 'Marc Randolph (Marc Randolph)', '106019-74': 'Roger Dickey (Roger Dickey)', '40420-36': 'Y Combinator'}","500 Global, Adam Schwartz, Ashvin Patel, Benjamin Ling, Bill Trenchard, Blake Krikorian, CRV, David McClure, Founder Collective, Geoff Ralston, Ignition Partners, Kapor Capital, Keith Rabois, Marc Randolph, Roger Dickey",,,,,,,"The company raised $1.1 million of Series A venture funding from Y Combinator, 500 Startups and Founder Collective on April 7, 2011, putting the pre-money valuation at $6.74 million. Kapor Capital, Charles River Ventures, Ignition Partners and 12 individual investors also participated in this round.","The company went out of business on January 9, 2014 and is no longer actively tracked by PitchBook.",{'37137-34P': 'Gagan Palrecha'},37137-34P
85597,85348,Humble Bundle,52127-74,18384-94T,20/04/2011 00:00,,4.48,9.35,13.83,0.3236,0.78,,4.48,Venture Capital,Early Stage VC,Actual,Actual,"{'112988-89': 'Alex Polvi (Alex Polvi)', '471706-30': 'Dan Di Spaltro (Dan Di Spaltro)', '106054-30': 'Paul Buchheit', '11295-73': 'Sequoia Capital (Alfred Lin)', '52173-28': 'Start Fund', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","Alex Polvi, Dan Di Spaltro, Paul Buchheit, Sequoia Capital, Start Fund, SV Angel",{'11295-73': 'Sequoia Capital (Alfred Lin)'},,,,,,"The company raised $4.48 million of Series A venture funding in a deal led by Sequoia Capital on April 20, 2011, putting the company's pre-money valuation at $9.35 million. Start Fund, Y Combinator, SV Angel, Paul Buchheit, Dan Di Spaltro and Alex Polvi also participated in the round.","The company was acquired by IGN (NAS:IGNX) for an undisclosed amount on October 13, 2017.",{'37023-22P': 'John Graham'},37023-22P
86184,85935,Inporia,52312-33,18654-13T,11/05/2011 00:00,,1.25,,,,,1.25,1.35,Venture Capital,Seed Round,Actual,,"{'51006-88': '500 Global (David McClure)', '11215-36': 'Clearstone Venture Partners', '11216-26': 'Ignition Partners', '106092-64': 'Karl Jacob (Karl Jacob)', '106329-79': 'Lance White (Lance White)', '11251-81': 'New Enterprise Associates', '50946-31': 'Southern Cross Venture Partners', '52173-28': 'Start Fund', '50980-60': 'SV Angel (Ronald Conway)', '40420-36': 'Y Combinator'}","500 Global, Clearstone Venture Partners, Ignition Partners, Karl Jacob, Lance White, New Enterprise Associates, Southern Cross Venture Partners, Start Fund, SV Angel",,,,,,,"The company raised $1.25 million of seed funding from New Enterprise Associates, SV Angel, 500 Startups, Clearstone Venture Partners, Southern Cross Venture Partners, Ignition venture Partners, Y Combinator and Start Fund on May 11, 2011.","The company went out of business on January 1, 2015 and is no longer actively tracked by PitchBook.",{'39731-41P': 'Ryan Junee'},39731-41P
87234,86985,Earbits,52301-26,24883-12T,17/06/2011 00:00,,1.19,,,,,,2.21,Venture Capital,Early Stage VC,Actual,,"{'10133-20': 'CRV', '106015-96': 'Geoff Ralston (Geoff Ralston)', '105958-45': 'Jeff Miller', '106549-75': 'Mark Friedgan (Mark Friedgan)', '123330-88': 'Purvi Capital', '52173-28': 'Start Fund', '40420-36': 'Y Combinator'}","CRV, Geoff Ralston, Jeff Miller, Mark Friedgan, Purvi Capital",,,,,,,"The company raised $1.19 million of venture funding from CRV, Start Fund and Purvi Capital on June 17, 2011. Y Combinator, Mark Friedgan, Geoff Ralston, Jeff Miller and other undisclosed investors also participated in the round. Of the total funding, $580,000 was raised in the form of convertible debt and was subsequently converted into equity.","The company was acquired by You42 for an undisclosed amount on September 24, 2015. The company is no longer actively tracked by PitchBook.",{'38082-79P': 'Joey Flores'},38082-79P
87510,87261,AppHarbor,58134-88,27473-68T,28/06/2011 00:00,,1.4,,,,,,1.37,Venture Capital,Seed Round,Actual,,"{'10139-41': 'Accel', '491236-93': 'Ali Liaqat (Ali Liaqat)', '11216-26': 'Ignition Partners', '123252-94': 'Quest Innovation Accelerator', '107882-74': 'Salesforce Ventures', '52173-28': 'Start Fund', '50980-60': 'SV Angel', '491236-75': 'Tyler Jewell (Tyler Jewell)', '40420-36': 'Y Combinator'}","Accel, Ali Liaqat, Ignition Partners, Quest Innovation Accelerator, Salesforce Ventures, Start Fund, SV Angel, Tyler Jewell",,,,,,,"The company raised $1.4 million of seed funding through a combination of convertible debt and equity from Salesforce Ventures, Accel and Ignition Partners on June 28, 2011. Start Fund, Tyler Jewell, Ali Liaqat, Y Combinator, Quest Innovation Accelerator and SV Angel also participated in the round.",The company is no longer actively in business. The company is no longer tracked by PitchBook.,{'62475-49P': 'Rune Sorensen'},62475-49P
88613,88364,Yardsale,56350-90,25524-73T,02/08/2011 00:00,,1.6,,,,,,1.6,Venture Capital,Seed Round,,,"{'106277-50': 'Arjun Sethi (Arjun Sethi)', '105970-24': 'Bobby Goodlatte (Bobby Goodlatte)', '106498-99': 'Christina Brodbeck (Christina Brodbeck)', '106007-68': 'Christopher Sacca (Christopher Sacca)', '106060-33': 'Gary Vaynerchuk (Gary Vaynerchuk)', '11191-96': 'Greylock Partners', '11216-98': 'Index Ventures', '106067-89': 'Joshua Schachter (Joshua Schachter)', '111971-35': 'Justin Darcy (Justin Darcy)', '106598-89': 'Justin Waldron (Justin Waldron)', '106092-64': 'Karl Jacob (Karl Jacob)', '111253-96': 'Kevin Rose (Kevin Rose)', '41895-55': 'Lowercase Capital', '106204-15': 'Michael Hirshland (Michael Hirshland)', '106119-46': 'Philip Kaplan (Philip Kaplan)', '53333-83': 'Resolute Ventures', '106015-06': 'Timothy Ferriss (Timothy Ferriss)', '40420-36': 'Y Combinator'}","Arjun Sethi, Bobby Goodlatte, Christina Brodbeck, Christopher Sacca, Gary Vaynerchuk, Greylock Partners, Index Ventures, Joshua Schachter, Justin Darcy, Justin Waldron, Karl Jacob, Kevin Rose, Lowercase Capital, Michael Hirshland, Philip Kaplan, Resolute Ventures, Timothy Ferriss, Y Combinator",,,,,,,"The company raised $1.6 million of seed funding from Resolute Ventures, Index Ventures and Lowercase Capital on August 2, 2011. Greylock Partners, Y Combinator, Joshua Schachter, Justin Waldron, Karl Jacob, Mike Hirshland, Timothy Ferriss, Justin Darcy and 7 individual investors also participated in this round. Kevin Rose also participated.","The company was acquired by ProductGram for undisclosed amount on October 19, 2015. ProductGram is backed by several venture investors. The company is no longer actively tracked by PitchBook.",{'48650-14P': 'Ryan Mickle'},48650-14P
89106,88857,HackerRank,53913-16,20689-66T,24/08/2011 00:00,,4.2,,,,,,4.4,Venture Capital,Seed Round,Actual,,"{'106053-40': 'Benjamin Ling (Benjamin Ling)', '11227-60': 'Khosla Ventures (Vinod Khosla)', '53654-50': 'The Morpheus Gang (Sameer Guglani)', '106363-27': 'Vinod Khosla (Vinod Khosla)', '40420-36': 'Y Combinator (Harj Taggar)'}","Benjamin Ling, Khosla Ventures, The Morpheus Gang, Vinod Khosla",,,,,,,"The company raised $4.2 million of seed funding from Y Combinator, Khosla ventures and Morpheus Venture on August 24, 2011. Vinod Khosla also participated in this round.","The company raised $60.00 million of Series D venture funding in a deal led by Susquehanna Growth Equity on March 29, 2022, putting the company's pre-money valuation at $275 million. Randstad Innovation Fund, JMI Equity, Khosla Ventures, and Recruit Holdings also participated in the round. The funds will be used to fuel continued growth and accelerate the company's ability to drive technical hiring and also to expand the depth of services provided by its global team, invest in technical innovation and partnerships, and scale the team across all departments.",{'40298-32P': 'Vivek Ravisankar'},40298-32P
89138,88889,Genius (Social Content),55367-47,22443-40T,25/08/2011 00:00,,1.8,,,,,,1.8,Venture Capital,Seed Round,Actual,,"{'106114-06': 'Alexis Ohanian (Alexis Ohanian)', '105880-24': 'Anthony Saleh (Anthony Saleh)', '51007-51': 'Betaworks', '51595-21': 'Collaborative Fund', '106534-99': 'Craig Shapiro (Craig Shapiro)', '50980-69': 'Lerer Hippeau', '55481-05': 'Pegasus Tech Ventures', '11300-50': 'SoftBank Capital', '52984-99': 'Transmedia Capital', '106146-46': 'Troy Carter (Troy Carter)', '40420-36': 'Y Combinator'}","Alexis Ohanian, Anthony Saleh, Betaworks, Collaborative Fund, Craig Shapiro, Lerer Hippeau, Pegasus Tech Ventures, SoftBank Capital, Transmedia Capital, Troy Carter",,,,,,,"The company raised $1.8 million of seed funding from Lerer Ventures, SoftBank Capital, Betaworks, Y Combinator, Transmedia Capital on August 25, 2011. Craig Shapiro, Fenox Venture Capital, Alexis Ohanian, Anthony Salehand, Troy Carter other undisclosed investors also participated.","The company was acquired by MediaLab.AI for $80 million on September 16, 2021. SBNY also exited in this round.",{'43531-03P': 'Tom Lehman'},43531-03P
89218,88969,Presto (NAS: PRST),52711-21,19060-30T,30/08/2011 00:00,,4,19.47,23.47,0.1704,3.32,,5.12,Venture Capital,Early Stage VC,Actual,Actual,"{'106114-06': 'Alexis Ohanian (Alexis Ohanian)', '106338-88': 'Gabor Cselle (Gabor Cselle)', '51533-83': 'Lightbank (William Pescatello)', '106019-74': 'Roger Dickey (Roger Dickey)', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","Alexis Ohanian, Gabor Cselle, Lightbank, Roger Dickey",,,,,,,"The company raised $4 million of Series A1 venture funding from Lightbank, Y Combinator and Gabor Cselle on August 30, 2011, putting the company's pre-money valuation at $19.47 million. Alexis Ohanian, Roger Dickey and SV Angel also participated in the round.","The company (NAS:PRST) received $10 million of development capital from undisclosed investors on May 22, 2023 through a private placement.",{'38555-92P': 'Rajat Suri'},38555-92P
89648,89399,HackerRank,53913-16,22312-99T,14/09/2011 00:00,,3,9.82,12.82,0.234,0.71,,7.4,Venture Capital,Early Stage VC,Actual,Actual,"{'42297-04': 'GoAhead Ventures (Takeshi Mori)', '11227-60': 'Khosla Ventures (Vinod Khosla)', '52173-28': 'Start Fund', '50980-60': 'SV Angel', '40420-36': 'Y Combinator (Harj Taggar)'}","GoAhead Ventures, Start Fund, SV Angel","{'42297-04': 'GoAhead Ventures (Takeshi Mori)', '11227-60': 'Khosla Ventures (Vinod Khosla)'}",,,,,,"The company raised $3 million of Series A venture funding in a deal led by investor Khosla Ventures on September 14, 2011, putting the pre-money valuation at $9.82 million. Follow on investor Y Combinator, Y Ventures and ZenShin Capital also participated in the round.","The company raised $60.00 million of Series D venture funding in a deal led by Susquehanna Growth Equity on March 29, 2022, putting the company's pre-money valuation at $275 million. Randstad Innovation Fund, JMI Equity, Khosla Ventures, and Recruit Holdings also participated in the round. The funds will be used to fuel continued growth and accelerate the company's ability to drive technical hiring and also to expand the depth of services provided by its global team, invest in technical innovation and partnerships, and scale the team across all departments.",{'40298-32P': 'Vivek Ravisankar'},40298-32P
89676,89427,Six Times Seven,52795-63,19184-41T,15/09/2011 00:00,,3.36,6.15,9.51,0.3536,0.41,,4.36,Venture Capital,Early Stage VC,Actual,Actual,"{'432590-50': 'Actus Venture Group', '11127-25': 'Blumberg Capital (Bruce Taragin)', '52370-29': 'Great Oaks Venture Capital', '106566-13': 'Rajpal Sandhu (Rajpal Sandhu)', '11281-06': 'Redpoint Ventures', '11317-60': 'Rustic Canyon Partners', '40420-36': 'Y Combinator'}","Actus Venture Group, Great Oaks Venture Capital, Rajpal Sandhu, Rustic Canyon Partners, Y Combinator",{'11317-60': 'Rustic Canyon Partners'},,,,,,"The company raised $3.36 million of Series A venture funding in a deal led by Rustic Canyon Partners on September 15, 2011, putting the company's pre-money valuation at $6.15 million. Redpoint Ventures, Blumberg Capital, Great Oaks Venture Capital, Actus Venture Group, Y Combinator and Raj Sandhu also participated in the round.","The company was acquired by Groupon (Nasdaq:GPRN) on January 22, 2012, for an undisclosed amount. Groupon (Nasdaq:GPRN) is backed by Andreessen Horowitz, Accel Partners, Battery Ventures, BV Capital, Digital Sky Technologies, Greylock Partners, Kleiner Perkins Caufield & Byers, Maverick Capital, Maveron, New Enterprise Associates, Silver Lake Partners and Technology Crossover Ventures.",{'76344-67P': 'Vijay Chittoor'},76344-67P
90790,90541,Hyperink,53353-99,19608-49T,27/10/2011 00:00,,1.35,,,,,,1.47,Venture Capital,Early Stage VC,Actual,,"{'41716-90': 'Andreessen Horowitz', '106186-51': 'Jack Abraham (Jack Abraham)', '50980-24': 'LaunchCapital', '50980-69': 'Lerer Hippeau', '52173-28': 'Start Fund', '54252-01': 'StartX (US)', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","Andreessen Horowitz, Jack Abraham, LaunchCapital, Lerer Hippeau, Start Fund, StartX (US), SV Angel",,,,,,,"The company raised $1.35 million of venture funding from Andreessen Horowitz, SV Angel and Lerer Hippeau Ventures on October 27, 2011. LaunchCapital, Start Fund, StartX, Y Combinator and Jack Abraham also participated in the round. Of the total amount, $150,000 was originally raised in the form of convertible debt and subsequently converted to equity.","The company is no longer actively in business as of February 14, 2014. The company is no longer tracked by PitchBook.",{'39103-75P': 'Kevin Gao'},39103-75P
90816,90567,Codecademy,53306-83,19488-52T,28/10/2011 00:00,26/10/2011 00:00,2.53,12,14.53,0.1742,1.13,,2.65,Venture Capital,Early Stage VC,Actual,Actual,"{'106208-02': 'Aditya Agarwal (Aditya Agarwal)', '56829-97': 'Bowery Capital', '105930-91': 'Christopher Dixon (Christopher Dixon)', '51595-21': 'Collaborative Fund (Craig Shapiro)', '105927-94': 'David Morin (David Morin)', '40829-14': 'Founder Collective', '106096-69': 'Jared Hecht (Jared Hecht)', '106067-89': 'Joshua Schachter (Joshua Schachter)', '105907-15': 'Kevin Colleran (Kevin Colleran)', '11242-54': 'Menlo Ventures', '106075-72': 'Michael Arrington (Michael Arrington)', '106128-19': 'Naval Ravikant (Naval Ravikant)', '11263-87': ""O'Reilly AlphaTech Ventures"", '53906-41': 'Social Capital (Chamath Palihapitiya)', '106048-00': 'Steve Martocci (Steve Martocci)', '50980-60': 'SV Angel', '51625-90': 'Thrive Capital', '106118-02': ""Tim O'Reilly (Tim O'Reilly)"", '52815-70': 'Tuesday Capital', '11323-45': 'Union Square Ventures', '40420-36': 'Y Combinator'}","Aditya Agarwal, Bowery Capital, Christopher Dixon, Collaborative Fund, David Morin, Founder Collective, Jared Hecht, Joshua Schachter, Kevin Colleran, Menlo Ventures, Michael Arrington, Naval Ravikant, O'Reilly AlphaTech Ventures, Social Capital, Steve Martocci, SV Angel, Thrive Capital, Tim O'Reilly, Tuesday Capital, Union Square Ventures",,,,,,,"The company raised $2.53 million of Series A venture funding from Thrive Capital, Tuesday Capital and Collaborative Fund on October 28, 2011, putting the company's pre-money valuation at $12 million. Founder Collective, O'Reilly AlphaTech Ventures, Menlo Ventures, Social Capital, Bowery Capital, Slow Ventures, Union Square Ventures, Y Combinator, Kevin Colleran, Dave Morin, Christopher Dixon, Steve Martocci, Joshua Schachter, Michael Arrington, Jared Hecht, Tim O'Reilly, Naval Ravikant, Aditya Agarwal and SV Angel also participated in the round.","The company was acquired by SkillSoft (NYS: SKIL) for $385.98 million on April 4, 2022. The total consideration paid was $198.6 million in cash and issuance of 30,374,427 common shares of SkillSoft.",{'39012-49P': 'Zachary Sims'},39012-49P
91128,90879,Comprehend,53344-09,19590-13T,08/11/2011 00:00,,1.2,,,,,,1.35,Venture Capital,Seed Round,Actual,,"{'106114-06': 'Alexis Ohanian (Alexis Ohanian)', '11261-89': 'Crosslink Capital', '105890-77': 'Garry Tan (Garry Tan)', '11242-54': 'Menlo Ventures', '106054-30': 'Paul Buchheit', '53345-44': 'Quotidian Ventures', '106008-13': 'Shervin Pishevar (Shervin Pishevar)', '52173-28': 'Start Fund', '50980-60': 'SV Angel (Ronald Conway)', '40420-36': 'Y Combinator', '105904-27': 'Yuri Milner (Yuri Milner)'}","Alexis Ohanian, Crosslink Capital, Garry Tan, Menlo Ventures, Paul Buchheit, Quotidian Ventures, Shervin Pishevar, Start Fund, SV Angel, Yuri Milner",,,,,,,"The company raised $1.2 million of seed funding from Y Combinator, Start Fund, SV Angel, Menlo Ventures Talent Fund, Quotidian Ventures, Crosslink Capital, Paul Buchheit, Yuri Milner, Garry Tan and other undisclosed angel investors on November 8, 2011.","The company was acquired by Saama for an undisclosed amount on August 14, 2019. The company is no longer actively tracked by PitchBook.",{'39090-52P': 'Richard Morrison'},39090-52P
91159,90910,Chartio,53342-92,19585-45T,09/11/2011 00:00,,4.4,13.33,17.72,0.2481,1.2,,5.83,Venture Capital,Early Stage VC,Actual,Actual,"{'55612-00': 'Amplify Partners', '11122-12': 'Avalon Ventures (Richard Levandov)', '51468-67': 'Bullpen Capital', '11261-89': 'Crosslink Capital', '114033-79': 'David Beyer (David Beyer)', '51022-00': 'Kima Ventures', '40420-36': 'Y Combinator'}","Amplify Partners, Bullpen Capital, Crosslink Capital, David Beyer",{'11122-12': 'Avalon Ventures (Richard Levandov)'},,,,,,"The company raised $4.4 million of Series A venture funding from lead investor Avalon Ventures on November 9, 2011, putting the pre-money valuation at $13.32 million. Bullpen Capital, Kima Ventures, David Beyer, Crosslink Capital and Y Combinator also participated. The fund was raised in tranches.","The company was acquired by Atlassian (NAS: TEAM) for $45.56 million on February 26, 2021. The consideration consisted of $45.0 million in cash and $0.6 million in equity. The acquisition brought an analytics and data visualization solution to Atlassian's products, including Jira Software, Jira Align and Jira Service Management.",{'39088-09P': 'David Beyer'},39088-09P
91489,91240,HighlightCam,53416-63,19782-28T,23/11/2011 00:00,,2.82,5.13,7.95,0.3147,0.41,,3.27,Venture Capital,Early Stage VC,Actual,Actual,"{'51253-84': 'DG Ventures (Digital Garage Group)', '40850-11': 'Docomo Innovations', '11220-13': 'Intel Capital', '45703-99': 'K9 Ventures (Manu Kumar)', '49922-20': 'Quest Venture Partners (Andrew Ogawa)', '40420-36': 'Y Combinator'}","DG Ventures (Digital Garage Group), Docomo Innovations, Intel Capital, Quest Venture Partners",,,,,,,"The company raised $2.8 million of Series A venture funding led by Quest Ventures on November 23, 2011, putting the pre-money valuation at $5.1 million. K9 Ventures, Intel Capital, Docomo Capital, DG Incubation and Y Combinator also participated in this round.",The company went out of business in September 2014 and is no longer actively tracked by PitchBook.,{'119166-67P': 'Robert Neivert'},119166-67P
91939,91690,AeroFS,54036-28,20858-23T,09/12/2011 00:00,,6.79,13.12,19.91,0.3409,0.91,,7.99,Venture Capital,Early Stage VC,Actual,Actual,"{'41716-90': 'Andreessen Horowitz', '106033-87': 'Ashton Kutcher (Ashton Kutcher)', '106530-67': 'Ashvin Patel (Ashvin Patel)', '11122-12': 'Avalon Ventures (Richard Levandov)', '107540-47': 'Chih-Yuan Yang (Chih-Yuan Yang)', '106007-68': 'Christopher Sacca (Christopher Sacca)', '106015-96': 'Geoff Ralston (Geoff Ralston)', '41895-55': 'Lowercase Capital (Christopher Sacca)', '106541-83': 'Maynard Webb (Maynard Webb)', '106128-19': 'Naval Ravikant (Naval Ravikant)', '106054-30': 'Paul Buchheit', '52296-76': 'Webb Investment Network', '40420-36': 'Y Combinator'}","Andreessen Horowitz, Avalon Ventures, Lowercase Capital, Paul Buchheit",,,,,,,"The company raised $6.79 million of Series A venture funding from Andreessen Horowitz, Y Combinator, Webb Investment Network, Lowercase Capital, Avalon Ventures and individual investors Ashton Kutcher, Ash Patel, Maynard Webb, Jerry Yang, Chris Sacca, Naval Ravikant, Paul Buchheit and Geoff Ralston on December 9, 2011, putting the pre-money valuation at $13.1 million. Paul Buchheit also participated.","The company was acquired by RedBooth for an undisclosed amount on September 13, 2017. The merger of the AeroFS and Redbooth platforms will create a compelling competitive advantage over current one-off solutions on the market, and eliminate the need for work teams to be relegated to use five or six separate solutions for all their collaboration needs. This company is no longer tracked by pitchbook .",{'40506-94P': 'Yuri Sagalov'},40506-94P
92018,91769,MixRank,54474-58,21448-81T,13/12/2011 00:00,,1.5,,,,,,1.62,Venture Capital,Seed Round,Actual,,"{'51006-88': '500 Global', '114033-79': 'David Beyer (David Beyer)', '105976-18': 'David McClure (David McClure)', '53715-43': 'DCVC (Matthew Ocko)', '40665-97': 'Ecosystem Ventures', '52202-35': 'Global Brain', '106239-52': 'Klaus von Sayn-Wittgenstein (Klaus von Sayn-Wittgenstein)', '86302-18': 'Kyosei Ventures', '106081-66': 'Lawrence Braitman (Lawrence Braitman)', '105884-29': 'Mark Cuban (Mark Cuban)', '150614-38': 'Mark Kantor (Mark Kantor)', '105929-65': 'Peter Bordes (Peter Bordes)', '56181-16': 'PolyTech Ventures', '111429-82': 'Rich LeFurgy (Rich LeFurgy)', '40380-22': 'Seraph Group', '105986-62': 'Thomas McInerney (Thomas McInerney)', '53830-54': 'TSVC (Eugene Zhang)', '40420-36': 'Y Combinator', '106639-30': 'Zachary Bogue (Zachary Bogue)'}","500 Global, David Beyer, David McClure, DCVC, Ecosystem Ventures, Global Brain, Klaus von Sayn-Wittgenstein, Kyosei Ventures, Lawrence Braitman, Mark Cuban, Mark Kantor, Peter Bordes, PolyTech Ventures, Rich LeFurgy, Seraph Group, Thomas McInerney, TSVC, Zachary Bogue",,,,,,,"The company raised $1.5 million of seed funding from 500 Startups, Seraph Group and Ecosystem Ventures on December 13, 2011. DCVC, TSVC, Global Brain and 13 other investors also participated in the round. The company plans to use the funds to grow its engineering team and develop more sophisticated analytics.",The company raised venture funding from SV Frontier on an undisclosed date.,{'41292-73P': 'Ilya Lichtenstein'},41292-73P
92731,92482,Matterport (NAS: MTTR),55234-54,35413-57T,01/01/2012 00:00,,1.6,,,,,,1.62,Venture Capital,Seed Round,Actual,,"{'13238-29': 'DivcoWest', '224040-97': 'Felix Shpilman (Felix Shpilman)', '106625-17': 'Tikhon Bernstam (Tikhon Bernstam)', '40420-36': 'Y Combinator', '106549-48': 'Yishan Wong (Yishan Wong)', '235263-16': 'Zigg Capital'}","DivcoWest, Felix Shpilman, Tikhon Bernstam, Yishan Wong, Zigg Capital",{'40420-36': 'Y Combinator'},,,,,,"The company raised $1.6 million of seed funding in a deal led by Y Combinator on January 1, 2012. Tikhon Bernstam and Yishan Wong also participated in the round.","The company (NAS: MTTR) received an undisclosed amount of development capital from In-Q-Tel on August 26, 2021, through a private placement. The investment allows the company to develop a compliant Government Cloud (GovCloud) offering. Previously, the company received $295 million of development capital from LMM, Darlington Partners, Dragoneer Investment Group, Lux Capital Management, Tiger Global Management, Senator Investment Group, Fidelity Management & Research, BlackRock, and Untitled Investments on July 22, 2021, through a private placement.",{'60990-94P': 'Bill Brown'},60990-94P
93157,92908,Flotype,53588-53,20215-36T,05/01/2012 00:00,,1.4,,,,,0.15,1.5,Venture Capital,Seed Round,Actual,,"{'41716-90': 'Andreessen Horowitz', '53715-43': 'DCVC (Matthew Ocko)', '11216-26': 'Ignition Partners', '106092-64': 'Karl Jacob (Karl Jacob)', '107882-74': 'Salesforce Ventures', '52173-28': 'Start Fund', '50980-60': 'SV Angel', '40420-36': 'Y Combinator', '105904-27': 'Yuri Milner (Yuri Milner)', '106639-30': 'Zachary Bogue (Zachary Bogue)'}","Andreessen Horowitz, DCVC, Ignition Partners, Karl Jacob, Salesforce Ventures, Start Fund, SV Angel, Yuri Milner, Zachary Bogue",,,,,,,"The company received $1.4 million of seed funding from Andreessen Horowitz, Ignition Partners, SV Angel, Paul Buchheit, Yuri Milner, Salesforce, Y Combinator, and The Data Collective on January 5, 2012. Zachary Bogue also participated.",The company is no longer actively in business as of June 2012. The company is no longer actively tracked by PitchBook.,{'39797-83P': 'Darshan Shankar'},39797-83P
